Icacos hydrologic data file
precip 1
tsta_max_f 1
tsta_min_f 1
runoff 1
relhum 1
##############################      ppt tsta_max_f tsta_min_f Q_ica relhum
1985 1 1 0 0 0 0.02 74.1 66.8 13 0.83
1985 1 2 0 0 0 2.02 74.1 66.8 22 0.84
1985 1 3 0 0 0 0.71 73.3 66.8 20 0.78
1985 1 4 0 0 0 0.32 74.1 67.6 11 0.83
1985 1 5 0 0 0 0.09 74.1 62.0 8.5 0.88
1985 1 6 0 0 0 0.79 74.1 64.9 12 0.89
1985 1 7 0 0 0 0.50 73.3 63.9 8.4 0.84
1985 1 8 0 0 0 0.04 73.3 62.0 7.6 0.84
1985 1 9 0 0 0 0.00 73.3 62.0 7.3 0.81
1985 1 10 0 0 0 0.62 73.3 63.9 10 0.90
1985 1 11 0 0 0 0.25 74.1 62.0 9.7 0.82
1985 1 12 0 0 0 0.00 73.3 62.0 7.2 0.84
1985 1 13 0 0 0 0.00 73.3 62.0 6.8 0.82
1985 1 14 0 0 0 0.05 73.3 63.9 12 0.80
1985 1 15 0 0 0 0.38 72.4 62.0 7.9 0.76
1985 1 16 0 0 0 0.00 73.3 62.0 6.5 0.77
1985 1 17 0 0 0 0.04 73.3 62.0 6.4 0.80
1985 1 18 0 0 0 0.10 74.1 62.8 6.2 0.84
1985 1 19 0 0 0 0.06 78.6 62.8 6 0.76
1985 1 20 0 0 0 0.02 78.6 62.8 6 0.75
1985 1 21 0 0 0 0.00 76.9 62.0 5.9 0.70
1985 1 22 0 0 0 0.02 76.9 62.0 5.6 0.77
1985 1 23 0 0 0 0.00 74.1 62.0 5.6 0.77
1985 1 24 0 0 0 0.06 75.9 62.8 5.6 0.76
1985 1 25 0 0 0 0.03 75.9 62.8 5.7 0.80
1985 1 26 0 0 0 0.67 77.8 64.9 5.8 0.78
1985 1 27 0 0 0 0.15 77.8 66.8 6 0.80
1985 1 28 0 0 0 0.00 77.8 65.7 5.5 0.75
1985 1 29 0 0 0 0.10 77.8 62.8 5.1 0.75
1985 1 30 0 0 0 0.00 75.9 62.8 4.9 0.77
1985 1 31 0 0 0 0.12 75.9 64.9 4.8 0.73
1985 2 1 0 0 0 0.47 74.1 64.9 6.3 0.78
1985 2 2 0 0 0 0.09 75.9 68.5 5.3 0.73
1985 2 3 0 0 0 0.00 75.9 70.4 5.2 0.73
1985 2 4 0 0 0 0.13 75.1 68.5 5.2 0.75
1985 2 5 0 0 0 0.07 75.1 68.5 5 0.66
1985 2 6 0 0 0 0.00 77.8 66.8 4.9 0.69
1985 2 7 0 0 0 0.00 77.8 62.8 4.8 0.72
1985 2 8 0 0 0 0.00 77.8 62.8 4.8 0.69
1985 2 9 0 0 0 0.00 77.8 65.7 4.8 0.72
1985 2 10 0 0 0 0.00 77.8 64.9 8.1 0.77
1985 2 11 0 0 0 0.97 74.1 64.9 7.1 0.74
1985 2 12 0 0 0 0.13 74.1 67.6 5.3 0.75
1985 2 13 0 0 0 0.26 77.8 64.9 4.8 0.74
1985 2 14 0 0 0 0.52 77.8 63.9 6.6 0.80
1985 2 15 0 0 0 0.57 77.8 63.9 8.4 0.77
1985 2 16 0 0 0 0.57 77.8 66.8 5.1 0.73
1985 2 17 0 0 0 0.29 77.8 68.5 7.1 0.80
1985 2 18 0 0 0 0.60 75.1 67.6 8 0.80
1985 2 19 0 0 0 0.93 75.1 66.8 18 0.84
1985 2 20 0 0 0 0.05 75.1 60.9 7 0.81
1985 2 21 0 0 0 0.18 75.1 59.2 6.1 0.78
1985 2 22 0 0 0 0.14 74.1 65.7 5.7 0.76
1985 2 23 0 0 0 0.41 74.1 60.9 19 0.81
1985 2 24 0 0 0 0.74 72.4 66.8 15 0.81
1985 2 25 0 0 0 0.18 72.4 66.8 12 0.81
1985 2 26 0 0 0 0.21 71.6 65.7 8.7 0.84
1985 2 27 0 0 0 1.28 71.6 63.9 42 0.89
1985 2 28 0 0 0 1.56 70.6 63.9 81 0.88
1985 3 1 0 0 0 1.12 73.3 65.7 13 0.84
1985 3 2 0 0 0 0.06 73.3 65.7 7.9 0.81
1985 3 3 0 0 0 0.09 74.1 66.8 7.8 0.82
1985 3 4 0 0 0 0.07 74.1 65.7 6.5 0.80
1985 3 5 0 0 0 1.03 73.3 65.7 12 0.80
1985 3 6 0 0 0 0.18 72.4 63.9 9.1 0.87
1985 3 7 0 0 0 1.47 72.4 63.9 28 0.90
1985 3 8 0 0 0 1.83 72.4 65.7 20 0.83
1985 3 9 0 0 0 1.10 72.4 66.8 9.6 0.82
1985 3 10 0 0 0 0.14 73.3 66.8 8.4 0.78
1985 3 11 0 0 0 0.03 73.3 65.7 7 0.78
1985 3 12 0 0 0 0.23 73.3 65.7 7.1 0.78
1985 3 13 0 0 0 0.05 74.1 65.7 6.4 0.78
1985 3 14 0 0 0 0.00 74.1 65.7 6.3 0.78
1985 3 15 0 0 0 0.05 74.1 64.9 6.1 0.75
1985 3 16 0 0 0 0.00 74.1 64.9 6.6 0.81
1985 3 17 0 0 0 0.03 75.1 64.9 6.2 0.78
1985 3 18 0 0 0 0.80 76.9 64.9 10 0.80
1985 3 19 0 0 0 0.00 79.6 65.7 6.2 0.74
1985 3 20 0 0 0 0.03 79.6 65.7 6.1 0.76
1985 3 21 0 0 0 0.00 75.1 65.7 5.9 0.76
1985 3 22 0 0 0 0.18 75.1 65.7 5.9 0.77
1985 3 23 0 0 0 0.05 77.8 64.9 5.7 0.76
1985 3 24 0 0 0 0.00 78.6 64.9 5.6 0.75
1985 3 25 0 0 0 0.00 78.6 64.9 5.5 0.76
1985 3 26 0 0 0 0.69 75.9 64.9 5.9 0.80
1985 3 27 0 0 0 0.82 75.1 67.6 40 0.74
1985 3 28 0 0 0 0.55 74.1 66.8 65 0.69
1985 3 29 0 0 0 4.49 74.1 65.7 115 0.85
1985 3 30 0 0 0 1.19 73.3 65.7 49 0.89
1985 3 31 0 0 0 1.17 73.3 67.6 13 0.77
1985 4 1 0 0 0 0.05 73.3 66.8 8.5 0.70
1985 4 2 0 0 0 0.05 73.3 63.9 7.6 0.74
1985 4 3 0 0 0 0.01 77.8 63.9 7.1 0.74
1985 4 4 0 0 0 0.03 78.6 65.7 6.8 0.74
1985 4 5 0 0 0 0.22 75.9 67.6 6.6 0.77
1985 4 6 0 0 0 0.05 76.9 68.5 6.6 0.77
1985 4 7 0 0 0 0.05 76.9 68.5 9.8 0.82
1985 4 8 0 0 0 0.04 75.1 67.6 7.3 0.82
1985 4 9 0 0 0 0.05 75.9 67.6 7.4 0.81
1985 4 10 0 0 0 0.05 75.9 66.8 6.6 0.80
1985 4 11 0 0 0 0.58 75.9 66.8 7.7 0.80
1985 4 12 0 0 0 0.09 75.9 67.6 7.8 0.80
1985 4 13 0 0 0 0.50 75.1 67.6 9.7 0.82
1985 4 14 0 0 0 0.11 75.1 66.8 6.9 0.78
1985 4 15 0 0 0 0.43 76.9 66.8 7.5 0.76
1985 4 16 0 0 0 0.98 76.9 67.6 27 0.81
1985 4 17 0 0 0 1.23 76.9 67.6 25 0.84
1985 4 18 0 0 0 0.72 76.9 68.5 10 0.80
1985 4 19 0 0 0 0.30 77.8 68.5 8 0.72
1985 4 20 0 0 0 0.52 77.8 67.6 20 0.76
1985 4 21 0 0 0 0.46 79.6 67.6 8.6 0.72
1985 4 22 0 0 0 0.03 79.6 67.6 7.2 0.78
1985 4 23 0 0 0 0.48 75.1 65.7 39 0.88
1985 4 24 0 0 0 1.05 74.1 65.7 10 0.83
1985 4 25 0 0 0 0.09 75.1 66.8 7.8 0.77
1985 4 26 0 0 0 0.04 75.1 67.6 7.2 0.74
1985 4 27 0 0 0 0.02 75.9 65.7 6.8 0.70
1985 4 28 0 0 0 0.00 75.9 65.7 6.5 0.70
1985 4 29 0 0 0 0.00 75.9 64.9 6.4 0.72
1985 4 30 0 0 0 0.37 76.9 64.9 6.3 0.77
1985 5 1 0 0 0 0.05 77.8 66.8 6 0.81
1985 5 2 0 0 0 0.46 77.8 66.8 7.2 0.93
1985 5 3 0 0 0 0.47 76.9 69.4 6.4 0.93
1985 5 4 0 0 0 0.14 77.8 67.6 6.1 0.88
1985 5 5 0 0 0 0.37 78.6 67.6 7 0.84
1985 5 6 0 0 0 0.11 78.6 68.5 6.1 0.85
1985 5 7 0 0 0 0.46 77.8 67.6 7.3 0.91
1985 5 8 0 0 0 0.51 77.8 67.6 6.3 0.85
